original_path,original_filename,domain,disposition,target_area,syntax,lines,sha256,top_imports
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_stconvnext_multi.py,mt_stconvnext_multi.py,training,ARCHIVE,src/coastline/training,ok,921,7c8b549bbaedf6681ee9099fe9af35a31fb4370e06338441d1a1d6a3a4ea7526,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;timm;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_vgg16_multi_v6.py,mt_vgg16_multi_v6.py,training,ARCHIVE,src/coastline/training,ok,882,68c3c9fa5151c0086bba764f7bd5b7d1cb6eb03b50a0783d43383d8d68124709,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\archive\mt_vit_multi_v1.py,mt_vit_multi_v1.py,training,ARCHIVE,src/coastline/training,ok,838,7c4e1d53d3ff030b15fe60c89c45882633aefcd46660feb62725febc1123e9a5,datetime;json;matplotlib;numpy;os;pandas;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_convnext_multi.py,mt_convnext_multi.py,training,REWRITE,src/coastline/training,ok,854,cdce6c77ab3a28b205a14e7280bbf352b6f13f7f2a2ec1235abad3fc5a5ec96d,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_densenet121_multi.py,mt_densenet121_multi.py,training,REWRITE,src/coastline/training,ok,1004,22d7fbb2074ff358dcbdfd3123c2aac383c7b270916d62ef660e4c464b8468cd,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_efficientnet_multi.py,mt_efficientnet_multi.py,training,REWRITE,src/coastline/training,ok,997,e413712eb6dc1feb6bc991dc4529316cfa159f60148c9dcee3048289d86669ba,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_eva02_multi.py,mt_eva02_multi.py,training,REWRITE,src/coastline/training,ok,999,81c5222bf7bf1e68e324e2336b5f4b3f79fcdac6ee926a1dfe83e8ae2205717c,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_inceptionv3_multi.py,mt_inceptionv3_multi.py,training,REWRITE,src/coastline/training,ok,997,42e45a6870da3d8d771af4737248f9f1b4a44b509b661e26cbeb6dcb81e0777c,geopandas;json;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_resnet50_multi.py,mt_resnet50_multi.py,training,REWRITE,src/coastline/training,ok,1047,7c30928a69f896d0ff06648dfae3346db97ce18a19c37d559e2438d4a31d33b0,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_siglip2_multi.py,mt_siglip2_multi.py,training,REWRITE,src/coastline/training,ok,1094,6ca41af4b65e0e3121e8e1f121e005e4bb8e4ce98a9340abdfa50e30305c51d6,geopandas;json;matplotlib;numpy;os;pandas;pathlib;rasterio;time;timm;torch;transformers;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\image_classification\training\代码交付\mt_vgg16_multi.py,mt_vgg16_multi.py,training,REWRITE,src/coastline/training,ok,1060,5a778c199ffde72ae22a984243b191383a7013eb9dc3efafb3cd39c5c391db79,datetime;geopandas;json;math;matplotlib;numpy;os;pandas;pathlib;pickle;random;rasterio;time;torch;torchvision;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\main.py,main.py,utils,REWRITE,src/coastline/utils,ok,30,fa12277f6d67b5f5ad68ab3a03f98256656959a7045344011c3f7bc3eda6cbb7,os;pathlib;shutil
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\coastal_index_calculator.py,coastal_index_calculator.py,indices,REWRITE,src/coastline/indices,ok,513,29a45203274bd47b08f89138751ad378968237ce98aaf5cdbd3a90ab025762fc,json;numpy;os;pickle;rasterio;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\coastal_index_calculator_v1.py,coastal_index_calculator_v1.py,indices,MERGE,src/coastline/indices,ok,536,012fc044ca47add8a29545f143e42b7060062950916ffa13a2a926c296e1edfe,json;numpy;os;pickle;rasterio;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\mndwi_otsu.py,mndwi_otsu.py,indices,REWRITE,src/coastline/indices,ok,407,53f8460a546870dd83ce543e8c21c023214af98c08f74b3a26ed51a80dd55a5e,cv2;numpy;os;osgeo;time;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\mndwi_otsu_invert.py,mndwi_otsu_invert.py,indices,REWRITE,src/coastline/indices,ok,419,00f2ddd7b9730a6ac33495ba35b18744bd8117bce77301cb91236ae9ea69c93a,cv2;numpy;os;osgeo;time;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\mndwi_otsu_invert_v1.py,mndwi_otsu_invert_v1.py,indices,MERGE,src/coastline/indices,ok,466,7675e4bef17ee61180684022e366fea827c1382b4a211caf5adb22b5da33a88d,cv2;numpy;os;osgeo;time;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\rs_index\mndwi_otsu_invert_v2.py,mndwi_otsu_invert_v2.py,indices,MERGE,src/coastline/indices,ok,593,daa5d9143b4ab3b0186747a9f1e81075e13e4bb73f0def380b845c8ee5a4f01f,cv2;numpy;os;osgeo;time;typing;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\semantic_segmentation\inference\mv_BFA_ResUNet_v1.py,mv_BFA_ResUNet_v1.py,inference,MERGE,src/coastline/inference,ok,441,fb493cddd5c780af4187b0beaba804407566236e63eff8da2c8185f34881a6ee,BFA_ResUnet;PIL;decimal;geopandas;matplotlib;numpy;os;pandas;rasterio;sklearn;sys;torch;torchvision;tqdm;traceback;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\semantic_segmentation\training\mt_BFA_ResUNet_v1.py,mt_BFA_ResUNet_v1.py,training,MERGE,src/coastline/training,ok,476,066fae6a521573bb0f06c44e1f97c6a06392770fe18f12ad814407f30fe65d58,BFA_ResUnet;callbacks;datetime;json;my_dataset;numpy;os;pandas;sys;time;torch;train_and_eval;transforms;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\st点位裁剪工具.py,st点位裁剪工具.py,utils,REWRITE,src/coastline/utils,ok,502,86953ac7c61dfc17c28ccaa7be8c690aabb1036bb9d80f5184ae04bee9fdbeac,PIL;geopandas;numpy;os;pandas;pathlib;rasterio;shapely;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\st点位裁剪工具_v202603.py,st点位裁剪工具_v202603.py,utils,MERGE,src/coastline/utils,ok,429,7bc56e82ea1820b878df352b5f3a0382de4ae37b9a21f730b64be061d4366cfa,PIL;geopandas;numpy;os;pandas;pathlib;rasterio;shapely;typing
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\st范围提取工具.py,st范围提取工具.py,utils,REWRITE,src/coastline/utils,ok,86,5df4f828b08a1c1c3fac925e08ca3a03df4938797bdaddb8b051ee204adfd936,json;os;pandas;rasterio;shapely;sys
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\修正异常点ref.py,修正异常点ref.py,models,REWRITE,src/coastline/models,ok,116,b0a5f7affc38f57c0894f10d539184d6bc7edb39b43240578ad51d2efd3dcecc,geopandas;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\修正异常点ref_v2.py,修正异常点ref_v2.py,models,MERGE,src/coastline/models,ok,246,c21aac4dffced7a545576745e9099f6cff26a47b092e4823404428de41b7108a,geopandas;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\修正异常点ref_v3.py,修正异常点ref_v3.py,models,MERGE,src/coastline/models,ok,283,0501eb0e861da5f56ae80c2df2f312661b4126e798b5cfd6096045d76b7c6d5f,geopandas;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\切分线并连接点的属性.py,切分线并连接点的属性.py,models,REWRITE,src/coastline/models,ok,239,20081c1a04ff704257209238bfbb00bf8b20002eed5b42665a1c3681735cbdf3,arcpy;os;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\删除未匹配的点.py,删除未匹配的点.py,utils,REWRITE,src/coastline/utils,ok,297,abd7e9486ed9175037c727baacaa0470197555fd205d81b04b6052cb0b37ec79,fiona;os;shutil
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\将匹配的点划分数据集.py,将匹配的点划分数据集.py,utils,REWRITE,src/coastline/utils,ok,209,ffeb7830f423fb6204a4d0e018034bd9d4607a864b69f30375c0e81f8f669782,geopandas;numpy;os;pandas;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\按照ref随机采点.py,按照ref随机采点.py,utils,REWRITE,src/coastline/utils,ok,152,cc2a11d3b85840b58b7186e940a7478b7711fcda0aa38e42f9539bbf90ded390,arcpy;os;random
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\按照shp的ref导入tiff.py,按照shp的ref导入tiff.py,utils,REWRITE,src/coastline/utils,ok,261,b409f47974a6cd8983307d4a62b158457a3d276f533d9577641a9b98cc825cb9,os;osgeo;random;shutil
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\数据增强.py,数据增强.py,utils,REWRITE,src/coastline/utils,ok,432,11dc57920a5d0d6717f2b54899ab473ebb8779299c2ffe304983d218ded53c82,collections;cv2;geopandas;logging;numpy;os;pathlib;random;rasterio
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\核对匹配点种类.py,核对匹配点种类.py,utils,REWRITE,src/coastline/utils,ok,496,183ffc8127948b04344f28d571b6be6f0eb43f9f6caed5ddc5cb35488c9836a1,PIL;geopandas;json;matplotlib;numpy;os;rasterio;tkinter
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\核对匹配点种类_v1.py,核对匹配点种类_v1.py,utils,MERGE,src/coastline/utils,ok,578,0695490c4354077ca73f2b82ded7b8411e7cf5946f5e688d15a09229f5443e1e,PIL;geopandas;json;matplotlib;numpy;os;rasterio;tkinter
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\检测_按要求删除无效点_aim.py,检测_按要求删除无效点_aim.py,evaluation,REWRITE,src/coastline/evaluation,ok,294,9dd43fbc9bfb2fc03ebaa2302c30ac4039703da8be4eb4d1f99d715a2404f18d,datetime;geopandas;numpy;os;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\检测_按要求删除无效点_origin.py,检测_按要求删除无效点_origin.py,evaluation,REWRITE,src/coastline/evaluation,ok,139,8cec8e2a97755a43b8dbfab41750d83f0ba82e85f129215078147dabdd600b97,geopandas;numpy;os;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\检测_核对匹配点种类.py,检测_核对匹配点种类.py,evaluation,REWRITE,src/coastline/evaluation,ok,514,1751974075015bf43a5d61a0707e214eb517ecd86a3021cf8ae7bfb46812476d,PIL;geopandas;json;numpy;os;rasterio;tkinter
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\检测_线上随机生成点.py,检测_线上随机生成点.py,evaluation,REWRITE,src/coastline/evaluation,ok,198,df050ba7f737c252ae97f7fc1367dcfc7e2f1a70845c2eae26abec50ad7409f8,arcpy;os;random
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\第三方测试_切分线并连接点的属性.py,第三方测试_切分线并连接点的属性.py,evaluation,ARCHIVE,src/coastline/evaluation,ok,237,81f6e7cce18e3465f8c61996a9ce6dcbe2116314e750614bb16c7968a04d6168,arcpy;os;time
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\统计匹配产品_ST_GCL.py,统计匹配产品_ST_GCL.py,evaluation,REWRITE,src/coastline/evaluation,ok,119,2070ecbfabe2a573fa837df024be51f9636a4c12da63a9cd77ca38ed8efe5511,geopandas;os;pandas;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 2015—2025年海岸线类型转换矩阵.py,表 2015—2025年海岸线类型转换矩阵.py,evaluation,REWRITE,src/coastline/evaluation,ok,182,60a26ac2bb5d74d4e8782d89a7bf6e3f64a31544d181e7e0753a72f217943ec5,arcpy;os;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 5.4 三期海岸线长度结构统计.py,表 5.4 三期海岸线长度结构统计.py,evaluation,REWRITE,src/coastline/evaluation,ok,102,323721a96387ec1bc38ffd950e7b6aec9b36bc2c83838f8ebc6338609a6a6f39,geopandas;os;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 5.6 不同年份产品与第三方数据精度对比_ECS.py,表 5.6 不同年份产品与第三方数据精度对比_ECS.py,evaluation,REWRITE,src/coastline/evaluation,ok,202,5c309bcf06403c89a7e0195801e9bbb1ccdcd0e5af8570a299f5e40077c74243,arcpy;numpy;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 5.6 不同年份产品与第三方数据精度对比_GCL.py,表 5.6 不同年份产品与第三方数据精度对比_GCL.py,evaluation,REWRITE,src/coastline/evaluation,ok,188,7272fd8d3c7b8e89b14d1206a01e72de5f554fe9a0a25d211acd7decf00eff80,arcpy;numpy;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 5.6 不同年份产品与第三方数据精度对比_GCTD100.py,表 5.6 不同年份产品与第三方数据精度对比_GCTD100.py,evaluation,REWRITE,src/coastline/evaluation,ok,208,493b8412f1518a8b87af56e40deb0c53ba08ac9020a2c77dc7a29f9a8b306712,arcpy;numpy;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 5.6 不同年份产品与第三方数据精度对比_GHM.py,表 5.6 不同年份产品与第三方数据精度对比_GHM.py,evaluation,REWRITE,src/coastline/evaluation,ok,203,4dbe9b3002d40a1f70d04397874efa04bf4ecae9eaf872812bde8b7aafcb1356,arcpy;numpy;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表 空间变化热点分析.py,表 空间变化热点分析.py,evaluation,REWRITE,src/coastline/evaluation,ok,364,b76e76c3acea0beedf017fac194deee9fb23bf6973e55ab5c73c6f17981d182d,arcpy;os;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\st_crop\统计\表5.5 海岸线分类数据产品基本信息.py,表5.5 海岸线分类数据产品基本信息.py,evaluation,REWRITE,src/coastline/evaluation,ok,151,5f28e022042bb89669fa5d7c9b8564d60599ab9d75eabc888eb8dc4c1d747468,geopandas;numpy;pandas
E:\_OrderingProject\G_CoastlineClassification\Python\scripts\辅助资源链接下载.py,辅助资源链接下载.py,utils,REWRITE,src/coastline/utils,ok,57,953c47815fe602feac60fb339c5b6f5279e4daeeb8fb65c9ce20148093c5dadc,csv;os;requests;time;tqdm
E:\_OrderingProject\G_CoastlineClassification\Python\scripts_final\gee_download\_tools.py,_tools.py,download,REWRITE,src/coastline/download,ok,127,a5dce513d23e6b16c1a915ee846bef38b43e6a4f551d7cc65cf31c2a737365fb,dbfread;math;os
E:\_OrderingProject\G_CoastlineClassification\Python\scripts_final\gee_download\st2_B2348_11_12.py,st2_B2348_11_12.py,download,REWRITE,src/coastline/download,ok,438,d04de7fb0e7ccc56a25aed772624a072467d9e36f651ef8b4694a2e604281341,__future__;_tools;ee;math;os;shutil;time;typing
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\BFA_ResUnet.py,BFA_ResUnet.py,models,REWRITE,src/coastline/models,ok,154,bd26b301fecc83ddd976dedd8c8dad719b4c3b1fd298601bb31454f40a264135,collections;cv2;numpy;torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\callbacks.py,callbacks.py,utils,REWRITE,src/coastline/utils,ok,66,a370a3f32e0a573015e60612b17ad8f6c2495d155176673512ab19e71a26caa9,datetime;matplotlib;os;scipy
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\distributed_utils.py,distributed_utils.py,utils,REWRITE,src/coastline/utils,ok,232,25369bf515f9d658bc6c87b40d750f2d3154d2de61f4e43660afecfecb916fdd,collections;datetime;errno;os;time;torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\loss_function.py,loss_function.py,utils,REWRITE,src/coastline/utils,ok,226,96b82ea26e7c7b2a2fb5b2bf43de768b12d7fa491fda21bceeb769eb9ac1f256,torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\my_dataset.py,my_dataset.py,datasets,REWRITE,src/coastline/datasets,ok,290,8888f273f589aeb1c718c6102fece1e20f8c46747f332e6b123bd681f67fdbce,numpy;os;rasterio;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\train_and_eval.py,train_and_eval.py,utils,REWRITE,src/coastline/utils,ok,124,de25e26f0ea5f3cba70eeda57e9098a44c5f0b1b8200453f912f513373348287,distributed_utils;loss_function;torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\BFA_ResUNet\transforms.py,transforms.py,utils,REWRITE,src/coastline/utils,ok,126,fe2ba29380beae73d30a8ee2098dd22fd18399824e1bf4e66c201328c725d4b9,random;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\BFA_ResUnet.py,BFA_ResUnet.py,models,ARCHIVE,src/coastline/models,ok,172,df3e4276d80e20fa61715849166dd11c2813c4ed57e6faa6f371743cfea68dda,collections;cv2;numpy;src;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\Unet_decode.py,Unet_decode.py,utils,ARCHIVE,src/coastline/utils,ok,72,69f385fed43594e5c4c0025acb74c729f147b9017bcd2f74a2805a89148aff2f,torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\Unet_resnet50.py,Unet_resnet50.py,models,ARCHIVE,src/coastline/models,ok,103,e090aecf7886e3a577740aaaf3b7ec27c9d50ee832a9f5e96335a36925e59a07,Unet_decode;collections;src;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\__init__.py,__init__.py,utils,ARCHIVE,src/coastline/utils,ok,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\backbone_resnet.py,backbone_resnet.py,models,ARCHIVE,src/coastline/models,ok,185,94c03625828e33c7632c011733dcd84549614637fb5e33ee36b0f13c894fe3a1,torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\batch_rename_files.py,batch_rename_files.py,utils,ARCHIVE,src/coastline/utils,ok,71,c6ae0040cdc954b80990e3629d12dbfad48728b1ce7659970224a5af9cea5bca,os;sys
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\calculate_dem_stats.py,calculate_dem_stats.py,utils,ARCHIVE,src/coastline/utils,ok,227,90df2d64af00302d5136e2e813abf155535caa0ef44042cc2062fe33e75bb0f3,PIL;numpy;os;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\calculate_spectral_indices.py,calculate_spectral_indices.py,utils,ARCHIVE,src/coastline/utils,ok,182,23fff7af515b9f524abab9f2b46a59dbf3af31194e8ec10b550f9062e39d78d9,PIL;concurrent;glob;numpy;os;tifffile
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\count_data_by_region.py,count_data_by_region.py,utils,ARCHIVE,src/coastline/utils,ok,73,904ee27e995090d6ba40eab86d12f0b8dbc12b0ea0c67bdb636ae952a54eaa4f,
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\my_dataset.py,my_dataset.py,datasets,ARCHIVE,src/coastline/datasets,ok,226,0b4a74126ebc2b810bf6cbf8c3b5addb7b83c966c2db7c920905805e43b3a346,PIL;numpy;os;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\shp（增加负样本）22.py,shp（增加负样本）22.py,utils,ARCHIVE,src/coastline/utils,ok,244,4a55a3402cb1a5196b431ce2cd6fcab11cd0aed463c98e01da0c52c6652dc3ac,PyQt5;os;qgis;random;time
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\train_and_eval.py,train_and_eval.py,utils,ARCHIVE,src/coastline/utils,ok,97,fbfb3f05bb519318c0b26df44f904a9e4801e4d4fe7334d2b67abd9306b3ffdc,distributed_utils;loss_function;torch
E:\_OrderingProject\G_CoastlineClassification\Python\src\archive\transforms.py,transforms.py,utils,ARCHIVE,src/coastline/utils,ok,133,1865aafb9d61a95343276d3064bf198cd01202cd28f777d859de86c698750a53,PIL;numpy;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\BFA_train.py,BFA_train.py,training,REWRITE,src/coastline/training,ok,210,4e0eba46893c6c622c5de01abf70ed3aedd6dc22a8fb74951f1ac133c71c5c73,argparse;callbacks;datetime;my_dataset;numpy;os;src;time;torch;train_and_eval;transforms;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\batch_rename_files.py,batch_rename_files.py,utils,REWRITE,src/coastline/utils,ok,71,c6ae0040cdc954b80990e3629d12dbfad48728b1ce7659970224a5af9cea5bca,os;sys
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\calculate_dem_stats.py,calculate_dem_stats.py,utils,REWRITE,src/coastline/utils,ok,227,90df2d64af00302d5136e2e813abf155535caa0ef44042cc2062fe33e75bb0f3,PIL;numpy;os;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\calculate_spectral_indices.py,calculate_spectral_indices.py,utils,REWRITE,src/coastline/utils,ok,182,23fff7af515b9f524abab9f2b46a59dbf3af31194e8ec10b550f9062e39d78d9,PIL;concurrent;glob;numpy;os;tifffile
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\callbacks.py,callbacks.py,utils,REWRITE,src/coastline/utils,ok,66,a370a3f32e0a573015e60612b17ad8f6c2495d155176673512ab19e71a26caa9,datetime;matplotlib;os;scipy
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\check_import.py,check_import.py,utils,REWRITE,src/coastline/utils,ok,14,8f5f332a4c6abb28d7c50f1915d0cee8cf6b5536b67bb9d61f62045704687b0c,os
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\count_data_by_region.py,count_data_by_region.py,utils,REWRITE,src/coastline/utils,ok,73,904ee27e995090d6ba40eab86d12f0b8dbc12b0ea0c67bdb636ae952a54eaa4f,
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\distributed_utils.py,distributed_utils.py,utils,REWRITE,src/coastline/utils,ok,232,25369bf515f9d658bc6c87b40d750f2d3154d2de61f4e43660afecfecb916fdd,collections;datetime;errno;os;time;torch
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\loss_function.py,loss_function.py,utils,REWRITE,src/coastline/utils,ok,62,dfd9941e63c3db2c105db0c9a42fccad72d21c1e60ae75b5a1b0af5c7247284b,torch
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\my_dataset.py,my_dataset.py,datasets,REWRITE,src/coastline/datasets,ok,226,0b4a74126ebc2b810bf6cbf8c3b5addb7b83c966c2db7c920905805e43b3a346,PIL;numpy;os;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\shp（增加负样本）22.py,shp（增加负样本）22.py,utils,REWRITE,src/coastline/utils,ok,244,4a55a3402cb1a5196b431ce2cd6fcab11cd0aed463c98e01da0c52c6652dc3ac,PyQt5;os;qgis;random;time
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\src\BFA_ResUnet.py,BFA_ResUnet.py,models,REWRITE,src/coastline/models,ok,173,d665cbebcbed0f5df066d70e475127c87ac4a6a5887d301ed10190063e10a54b,Unet_decode;backbone_resnet;collections;cv2;numpy;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\src\Unet_decode.py,Unet_decode.py,utils,REWRITE,src/coastline/utils,ok,72,69f385fed43594e5c4c0025acb74c729f147b9017bcd2f74a2805a89148aff2f,torch
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\src\Unet_resnet50.py,Unet_resnet50.py,models,REWRITE,src/coastline/models,ok,103,267c05b915146bf45643777b1ddb02159b46d5315119a388e0e16342f1779e74,Unet_decode;backbone_resnet;collections;torch;typing
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\src\__init__.py,__init__.py,utils,REWRITE,src/coastline/utils,ok,1,4f5e85cdc776f07577c1ec903fe6dfb94838ef9e2ab8388af6b17ada1ad124a6,BFA_ResUnet
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\src\backbone_resnet.py,backbone_resnet.py,models,REWRITE,src/coastline/models,ok,185,94c03625828e33c7632c011733dcd84549614637fb5e33ee36b0f13c894fe3a1,torch
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\train_and_eval.py,train_and_eval.py,utils,REWRITE,src/coastline/utils,ok,97,fbfb3f05bb519318c0b26df44f904a9e4801e4d4fe7334d2b67abd9306b3ffdc,distributed_utils;loss_function;torch
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\transforms.py,transforms.py,utils,REWRITE,src/coastline/utils,ok,133,1865aafb9d61a95343276d3064bf198cd01202cd28f777d859de86c698750a53,PIL;numpy;torch;torchvision
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\数据增强1.py,数据增强1.py,utils,REWRITE,src/coastline/utils,ok,112,535b0323b0969a8749a17feb06d421f20e11db8c5bd43674639270b1eda6df84,PIL;gc;os;random
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\筛选数据.py,筛选数据.py,utils,REWRITE,src/coastline/utils,ok,98,874315a67ad87e0e396b1d1b55d44353555fd44958a39a8121a22cd624853835,PIL;os;re;shutil
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\评估-像素级别三合一 - 两种.py,评估-像素级别三合一 - 两种.py,evaluation,REWRITE,src/coastline/evaluation,ok,257,18d9c72c36da7ff7d67147b33c28488fae439bce48b71814c8322bf67a2673e2,PIL;argparse;datetime;my_dataset;numpy;os;re;src;time;torch;train_and_eval;transforms;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\评估-像素级别三合一.py,评估-像素级别三合一.py,evaluation,REWRITE,src/coastline/evaluation,ok,230,f9971638154e5c36dd4f9dd72cf9a323be3069f81433e2a0af902193c9667012,PIL;argparse;datetime;my_dataset;numpy;os;re;src;time;torch;train_and_eval;transforms;warnings
E:\_OrderingProject\G_CoastlineClassification\Python\unet1\评估（区域评估）.py,评估（区域评估）.py,evaluation,REWRITE,src/coastline/evaluation,ok,273,768b58249089c6f33032969737853e69fdd7a790f7c93d3d111cfda5136d9f54,PIL;argparse;datetime;gc;my_dataset;numpy;os;src;time;torch;transforms;warnings
